"","X","WID","n_reg","n_dam","n_basin","res_vol","iw_vol","DOF","DOR","USE","SED","RDD","URB","uparea","order","b","pval","fdi_mean","group"
"403",48695,75028465,90,6,437,300,300,7.54678139642938,5.24666947116159,3.17093821652489,6.89833574174497,1.66291532997954,0.0351739120701631,17418.991237426,5,0.001164358,0.000467762699246,0.696140871571429,"(0,0.1]"
"404",48716,75029762,0,0,341,0,0,0,0,1.43958944156547,0,1.3679472140946,0.0103519060744568,13465.5881597643,4,0.002939962,0.00637780514515526,0.578671040285714,"(0,0.1]"
"405",48777,75033332,345,41,2010,1086,889,10.2328519269157,5.57981329119917,1.35701492742001,7.4790194997481,2.27077114341493,0.61962820202557,88495.4864802098,6,-0.0009227556,0.0469805611166679,1.37922556431429,"(-0.1,0]"
"406",49045,75043624,1,0,541,0,0,0.184842883548983,0.0354450413898708,0.0182994457440323,0.207464494142219,0.596743068831685,0.0307634000196475,23411.9486721864,5,-0.004766995,0.010778341787809,0.673794892,"(-0.1,0]"
"407",49110,75044712,1,0,565,0,0,0,0,0.0700884968701716,0,0.725966371740915,0.0728997424640487,24412.5974646299,5,-0.002534597,0.0027486122017265,0.552684284828571,"(-0.1,0]"
"408",49137,75047672,0,0,231,0,0,0,0,0.000432900439351151,0,0.627415586279068,0,10879.0798471169,5,-0.00324146,0.0407786920676653,1.39697308305714,"(-0.1,0]"
"409",49140,75048173,20,1,425,434.9,0,1.61292467229507,2.17847167744356,0.0828235305758083,0.634849096047126,1.84638588400448,0.116011764442219,18403.6103123047,5,-0.003225554,0.0163253396829134,0.733810362085714,"(-0.1,0]"
"410",49147,75048661,0,0,297,0,0,0,0,0.0191919195280733,0,1.44175420854529,0.0148585862182206,11444.3741838263,5,-0.003856378,0.0027486122017265,1.31860186431429,"(-0.1,0]"
"411",49172,75049753,28,3,867,2220,0,0.894197574842756,0.712899596473881,0.125000001871349,1.2083209038327,1.18707242879634,0.177487146283422,40772.237388484,5,-0.001227827,0.00249302753224377,0.597393598285714,"(-0.1,0]"
"412",50030,77000090,21,2,325,0,0,5.05316913604736,0.439666763085585,1.33784615351604,2.66984688882964,0.351747691356219,0.00256000005281889,13423.7428650702,6,-0.001858924,0.0000909102380969151,2.06252100031429,"(-0.1,0]"
"413",50082,77002999,132,11,785,3606.1,2830.6,7.65745545084101,4.60029102249194,2.78159900166586,5.44094951327386,0.929128174277656,0.41094670270754,34000.0294836125,5,-0.002147991,0.000210466228479403,0.4745005972,"(-0.1,0]"
"414",50152,77010571,262,6,1290,497.6,416.2,12.338822223752,6.62198090810835,3.40200616107725,3.81531786113955,0.410121143358633,0.430207563058278,52482.2597361279,5,-0.0009133864,0.0469805611166679,0.539990601914286,"(-0.1,0]"
"415",50153,77010599,172,10,925,841,841,10.1876172960127,8.39085188781893,5.85372972322477,5.90839967425057,0.792557840371454,0.151547028470684,38044.5617336963,5,0.002190381,0.00000242694433183452,1.077146322,"(0,0.1]"
"416",50225,77015909,388,54,1601,18481.6,13096.3,13.2948075649152,11.0740862937545,2.67028038024531,10.8364220804807,1.10881121434805,2.01259504447102,71325.5407339231,5,0.002429622,0.00402823717083145,0.601630958857143,"(0,0.1]"
"417",50226,77015913,300,40,1035,9576.1,8186.8,18.2906444107277,17.3853517638312,7.63777777696577,16.9367887351814,0.930550725174987,2.2747739073447,46053.7950538143,5,0.001522289,0.0000331251304582536,0.630865712628571,"(0,0.1]"
"418",50322,77020619,53,0,784,0,0,0.53939890318279,3.63274907462205,1.0415189922799,0.533727902334599,0.578764557017933,0.760032908731624,33754.9563369187,5,-0.001564599,0.00225936064356749,0.3260426766,"(-0.1,0]"
"419",50358,77022969,90,4,697,1231.4,252.9,8.40313932834089,4.3012803897283,8.65007171127812,5.32759424828805,0.765655665734577,1.12377095870257,31658.6443223521,5,0.003320603,0.000297848401435682,1.10064706034286,"(0,0.1]"
"420",50801,77041781,45,1,319,1014.7,1014.7,12.0554508826576,6.12267841590236,1.04670846100231,5.69650811325801,1.60629780174796,0,12862.6274590914,4,0.0008796148,0.00366560370224007,0.206547304485714,"(0,0.1]"
"421",51066,77046336,128,8,617,212,212,7.03974852801529,9.18423158616262,3.8416531506316,5.05209386079787,1.42517018051308,0.16744246710593,26504.0184051168,5,0.001109378,0.0261708908378838,0.309435645314286,"(0,0.1]"
"422",51084,77047970,42,4,303,20,20,5.39561319859301,1.36245821636231,0.131803280750259,3.42074504439917,2.17142950753208,0.3557121382385,12861.8546541529,4,0.001310561,0.0304360620926451,0.611185481085714,"(0,0.1]"
"423",52135,78003924,0,0,431,0,0,0,0,0,0,0.153422273730042,0,20692.388015072,5,0.00136968,0.000724929304053229,0.542235648028571,"(0,0.1]"
"424",52171,78004655,14,0,1124,0,0,0.623556701526099,0.0299811402991997,0.00613879012706228,0.155794352624416,0.130141458318327,0.0124510671956683,52557.4237463391,5,0.001120184,0.000998225384171292,0.4196101366,"(0,0.1]"
"425",52654,78013075,294,9,4878,27365.3,0,2.12504955775813,2.45084423026996,0.0450839826921882,1.62261818581519,0.171209340628934,0.250520010779061,232061.747791353,6,-0.001310132,0.0000803673722991909,0.5305053266,"(-0.1,0]"
"426",52833,78018921,2184,161,14432,61433.5,13871,10.1914840406639,5.40092422674233,1.47087775097772,6.72035838065369,0.573386058675505,0.907380551902806,651908.287472192,8,0.002314081,0.000210466228479403,1.41814918682857,"(0,0.1]"
"427",52869,78024020,25,4,255,85.1,18.5,5.48341555782393,1.03820982587104,0.137647060173399,3.20656495264978,1.00823529666545,0.174568628797344,12110.5534210093,5,0.001229599,0.00225936064356749,0.823791549,"(0,0.1]"
"428",52891,78027134,68,6,305,775,158.3,9.16770603930364,4.48668804325041,0.247213117192026,7.67047448322319,1.00910492077714,1.03811290723379,13396.0232868703,5,0.001483191,0.00000431552497124242,1.19100701888571,"(0,0.1]"
"429",52901,81000004,0,0,287,0,0,0,0,0,0,0,0,14248.0145117575,4,-0.000960026,0.00402823717083145,0.457772443771429,"(-0.1,0]"
"430",53263,81020021,80,2,18222,264.8,0,0.321916358290487,0.0253495251474285,0.000263417850893214,0.0201262377552925,0.0367861924992083,0.000321479519352197,836079.728384035,7,0.001352768,0.000297848401435682,0.424748099314286,"(0,0.1]"
"431",53313,81027459,0,0,1078,0,0,0,0,0,0,0.0357416665664426,0,50611.1412222017,6,0.003402017,0.000000464776587403838,1.13980305822857,"(0,0.1]"
"432",53415,81030776,1,0,2596,0,0,0,0,0.0000384763376260546,0,0,0,116258.972119983,6,0.002541275,0.00000156212484411175,0.5237734262,"(0,0.1]"
"433",53705,81035794,0,0,489,0,0,0,0,0,0,0,0,24820.5515369793,5,0.0009740059,0.000210466228479403,0.601777505142857,"(0,0.1]"
"434",54208,82000278,0,0,332,0,0,0,0,0,0,0,0,15029.3160949089,4,-0.0005634523,0.00762135081093312,0.253492440142857,"(-0.1,0]"
"435",54713,83002183,0,0,427,0,0,0,0,0,0,0,0,19565.1126956938,5,-0.006347729,0.00000997640813646051,1.01125496665714,"(-0.1,0]"
"436",54808,83002788,0,0,1152,0,0,0,0,0,0,0,0,51102.6305010412,5,0.0004154611,0.0191672520432152,0.2193175894,"(0,0.1]"
"437",54981,83004760,0,0,2451,0,0,0,0,0,0,0,0,108960.674602364,6,-0.003188332,0.0083212096678155,0.406520997457143,"(-0.1,0]"
"438",55505,83019371,0,0,471,0,0,0,0,0,0,0,0,20221.8138966303,5,0.001046719,0.00249302753224377,0.589580689428571,"(0,0.1]"
"439",55568,83022188,0,0,908,0,0,0,0,0,0,0,0,38859.2096906724,5,-0.0006242094,0.000116035002536839,0.271644588942857,"(-0.1,0]"
"440",55569,83022263,0,0,523,0,0,0,0,0,0,0,0,22929.9132586619,5,-0.00276895,0.00123043841168622,0.443559584085714,"(-0.1,0]"
"441",55698,84000504,0,0,251,0,0,0,0,0,0,0,0,10415.7628275359,4,0.0005854495,0.00989568839126326,0.243895276057143,"(0,0.1]"
